,url,content
0,https://www.channelnewsasia.com/sport/joseph-schooling-withdraws-sea-games-2023-cambodia-swimming-3314991,"SINGAPORE: Joseph Schooling on Wednesday (Mar 1) announced his withdrawal from the upcoming Southeast Asian Games, saying he was ""not at the level"" at which he expects to compete at the event.

""After careful consideration with my team, I have decided to pull out of the SEA Games,"" the 27-year-old swimmer said in a statement.

""This was not an easy decision, but I am currently not at the level at which I hold myself to perform. Ultimately, my country comes first before individual accolades.""

The Olympic champion added that he would instead focus on his National Service duties and support his team-mates from home.

""I have decided to give my spot to team-mates who have been getting themselves ready and considered for selection while I cheer from home and focus on my Navy duties,"" he said.

The 2023 SEA Games will take place from May 5 to May 17 in Cambodia."
2,https://www.channelnewsasia.com/sport/hsbc-women-world-championship-singapore-sentosa-lydia-ko-nelly-korda-3314921,"Lydia Ko and Nelly Korda headline a stellar field at this week's HSBC Women's World Championship, where nine of the world's top 10 golfers will tee off as Singapore's Sentosa Golf Club welcomes spectators for the first time since 2019.

New Zealander Ko, who won her season-opener in Saudi Arabia last month to open up a comfortable lead at the top of the world rankings over American Korda, is chasing an elusive first title in Singapore, where a 2015 runner-up finish is her best result.

""You can never get too cocky about what ranked player you are because it's so tight at the top,"" Ko said this week.

""Everyone is playing really well and you can't say, 'I'm going to be there forever'.

""When I was younger, I felt like being number one meant that I had to be winning or contending week in, week out, but that's not necessarily true.""

Third-ranked Australian Minjee Lee is among last year's five major champions competing for the US$1.8 million prize purse in the 72-hole, no-cut event, while Ko Jin-young will be looking to defend her lone title of 2022 when play starts on Thursday (Mar 2).

The South Korean world number five, a twice major champion, was sidelined for much of last season with a wrist injury and missed back-to-back cuts for the first time in August. She tied for sixth in Thailand last week in her first start of 2023.

""I know there's going to be pressure but I don't want to think too much about it,"" she said. ""I just need to meditate as that has worked well for me in the past and has allowed me to focus more on my swing and golf shots.""

South Koreans have dominated the tournament dubbed ""Asia's major"", winning six of the last seven editions and seven of 14 overall since it was first held in 2008. The 2020 edition was cancelled due to the COVID-19 pandemic.

Seven-times major winner Park In-bee, the only player to have won the title more than once, will not compete after announcing her pregnancy in December."
4,https://www.channelnewsasia.com/sport/novak-djokovic-atp-tennis-world-rankings-number-1-3314351,"Novak Djokovic said his return to the top of the world rankings felt like a big achievement after a year of turmoil where he had to skip several tournaments including two Grand Slams, but the Serbian expects a see-sawing battle for the position in 2023.

Djokovic missed the 2022 Australian Open and was deported from the country due to being unvaccinated against COVID-19 before returning this year to clinch a record-extending 10th title at Melbourne Park and 22nd major to reclaim the number one spot.

He was forced out of big tournaments in the United States last year, including the US Open, as he was unable to enter the country due to his refusal to take his shots.

The 35-year-old also received no points for winning the Wimbledon title due to the grasscourt Grand Slam being penalised for its decision to ban players from Russia and Belarus over Moscow's invasion of Ukraine.

""I think this is the least points I've had as number one. It happens,"" Djokovic told reporters following his win over Tomas Machac in Dubai on Tuesday (Feb 28).

""It's not only due to my circumstances of not playing a couple of Grand Slams and everything that happened last year, but also other players, some players missing some slams for injuries, some not having the biggest consistency.

""I guess that makes the achievement bigger, at least in my team's and my eyes. I'm overwhelmed with pride. I work as hard as anybody else. I'm really committed to the sport. And I try.""

Djokovic is now into his 378th week as the world number one, surpassing Steffi Graf's record for the most weeks at the top of the sport.

But he said younger players like Carlos Alcaraz and Stefanos Tsitsipas will eventually catch up with him.

""These guys are playing at a high level constantly. They're playing a lot of tournaments. I'm not playing as much and don't plan to play as many weeks as they do,"" Djokovic said.

""Eventually they'll take the number one, then I'll bring it back again, then they'll take it again. We'll go in circles."""
6,https://www.channelnewsasia.com/sport/djokovic-labours-victory-over-machac-return-action-dubai-3313281,"Novak Djokovic won on his return to the ATP Tour following his Australian Open triumph but he had to work hard to beat Czech qualifier Tomas Machac 6-3, 3-6, 7-6(1) in his Dubai Tennis Championships opener on Tuesday (Feb 28).

Djokovic, who surpassed Steffi Graf's record for the most weeks as world number one after starting his 378th at the top of the rankings, moved with ease and showed no lingering effects of the hamstring tear he managed at Melbourne Park last month.

But there were some signs of rust especially on Djokovic's serve, which seemed to fail him midway through the opening set, before he regained control and took the early advantage in the match when Machac sent a return long.

The five-times Dubai champion was in a spot of bother while trailing 3-0 in the next set after dropping serve again and made 16 unforced errors to allow big-hitting Machac to take the contest into a decider.

Machac began to struggle with a right wrist issue early in the third set and Djokovic pounced for a 3-1 lead but the Czech mounted a comeback with a break of his own to level at 4-4 with some superb ball-striking along the way.

Machac blinked first in the tiebreak and Djokovic did not need another invitation as he finally quelled the world number 130 to extend his 2023 winning streak to 13 matches.

""Tomas didn't play like a world number 130. He played great tennis and deserves all the applause. He was giving me all kinds of trouble but when it mattered most I found another gear,"" Djokovic said.

""Physically I can be better. I demand the highest standards in quality of tennis and preparation. I have struggled with an injury and needed some time. But I'm hoping as the tournament progresses that I can raise the level of tennis as well.""

Djokovic next plays Tallon Griekspoor of the Netherlands.

Rotterdam and Doha champion Daniil Medvedev, the third seed, had earlier eased into the next round after dispatching Italian Matteo Arnaldi 6-4, 6-2.

Felix Auger-Aliassime had a tougher outing against American Maxime Cressy but the fourth seed prevailed 7-6(4), 3-6, 6-3 while Melbourne semi-finalist Karen Khachanov crashed to Botic van de Zandschulp who sealed a 7-5, 6-2 win."
7,https://www.channelnewsasia.com/sport/top-seed-alcaraz-pulls-out-acapulco-strained-hamstring-3313636,"Top seed Carlos Alcaraz has pulled out of this week's ATP 500 event in Acapulco with a strained hamstring, the U.S. Open champion said on Tuesday.

The Spanish world number two, who was scheduled to play his opening match later on Tuesday, picked up the injury during his loss to Cameron Norrie in Sunday's Rio Open final where the pain hindered both his movement and serve.

""I have a grade 1 strain in my right hamstring that will keep me out for several days, according to the tests we did this morning,"" Alcaraz wrote on Twitter.

""I'm really sad I can't compete here, but now it's time to think about recovering and being ready as soon as possible. I hope to see you all soon!""

After spending more than three months out of action due to abdominal and hamstring injuries, Alcaraz returned to the ATP Tour in February at Buenos Aires where he beat Norrie in the final for his first title since last year's U.S. Open.

At the Rio Open, the 19-year-old Spaniard needed treatment for a left leg problem during his semi-final and then picked up an injury to the other leg in the match against Norrie during which he needed his leg wrapped midway through the final."
8,https://www.channelnewsasia.com/sport/nadal-withdraws-indian-wells-and-miami-due-injury-3313111,"Rafa Nadal said on Tuesday he had decided to withdraw from two upcoming Masters 1000 hardcourt events in Indian Wells and Miami due to injury.

The 22-times Grand Slam champion, who has not competed since his Australian Open title defence ended in a second-round loss during which he aggravated a hip problem, said he had started rehab and physiotherapy as instructed by doctors.

""I am sad that I won't be able to compete at Indian Wells nor Miami. Very sad not to be there,"" read a message posted on Nadal's Twitter account. ""I'll miss all my US fans but I hope to see them later this year during the summer swing.""

Nadal lost in straight sets to Taylor Fritz in last year's Indian Wells final and then skipped the Miami Open so that he could focus on his claycourt preparation.

The 36-year-old Spaniard is a three-times champion at Indian Wells having triumphed in 2007, 2009 and 2013. Nadal has reached the Miami final five times but has never won the title and has not competed there since 2017.

""We wish Rafa continued healing, and hope to see him back at the BNP Paribas Open next year,"" Indian Wells tournament director Tommy Haas said in a statement.

At the Australian Open, top seed Nadal tweaked his left hip while running for a backhand in the second set at Rod Laver Arena, and after inspection from a trainer when trailing 6-4 5-3, he went off-court for a medical time-out.

The 22-times Grand Slam champion returned grim-faced to play out the match but his movement was clearly affected, paving the way for American Mackenzie McDonald to end the Spaniard's bid for a third title at Melbourne Park."
9,https://www.channelnewsasia.com/sport/foden-double-eases-man-city-fa-cup-sixth-round-leicester-out-3313631,"BRISTOL, England : Phil Foden's brace eased Manchester City to a 3-0 victory over second-tier Bristol City as they moved into the FA Cup sixth round but Leicester City's hopes of repeating their 2021 triumph were dashed on Tuesday.

Foden struck in the seventh minute but it was not an entirely comfortable night for Pep Guardiola's side until the England forward's deflected effort made it 2-0 late on.

Kevin De Bruyne then gave the scoreline an emphatic look with a sublime finish from 25 metres although it was harsh on Bristol City who had been on a 12-match unbeaten run and pushed the Premier League champions hard.

Leicester were booed off after a 2-1 home defeat by second-tier Blackburn Rovers for whom Tyrhys Dolan and Sammie Szmodics were on target before a Kelechi Iheanacho reply.

Fulham reached the sixth round for the first time in 13 years with superb goals by Joao Palhinha and Manor Solomon earning them a 2-0 win over fellow top-flight side Leeds United.

Brighton and Hove Albion's hopes of a first ever major trophy remained intact as Evan Ferguson's first-half goal sealed a 1-0 win over second-tier Stoke City.

Guardiola named a strong side, as he invariably does in domestic cup competitions, and City began the game in dynamic style with Kalvin Phillips hitting the crossbar.

City did not have to wait long to take the lead though with Foden firing high into the roof of the net from Riyad Mahrez's pass across the face of goal.

The hosts did not buckle though and had a good shout for a penalty declined when Mark Sykes went down under a challenge from Rico Lewis in the area while Alex Scott forced a decent save from City keeper Stefan Ortega.

Bristol City, who were spared having to deal with rested Erling Haaland, were still very much in the game until De Bruyne split their defence with a ball to Nathan Ake whose pass eventually fell to Foden whose shot deflected into the net off of Zak Vyner.

""It was really tough. Bristol showed us how good they can be. I was impressed by some players, I didn't know them. The second half was much better,"" Guardiola said.

Promotion-chasing Blackburn thoroughly deserved their win at Leicester whose form remains wildly unpredictable.

""It's just consistency and mentality and ambition to succeed. That's been too up and down for us,"" Leicester manager Brendan Rodgers said.

""I'm really disappointed for the supporters. It's been a real challenge for them this season. The FA Cup was an opportunity to get to a quarter-final, against a Championship team at home, but they were a lot better than us, and we have to be worried about that.""

Fulham's magnificent season continues under Marco Silva with the Cottagers still chasing a European qualification spot on two fronts. They were not at their best against Leeds who had a host of chances and a goal disallowed but still showed their quality.

Palhinha struck a superb curled effort after winning the ball after 21 minutes and Israeli Solomon's 56th-minute goal was almost as impressive.

""It is great for us to go to the quarter-final,"" Silva, whose side are sixth in the Premier League, said.

""We know our story with the FA Cup is not great and we are here to try and change it.""

The remaining four fifth-round ties are on Wednesday with League Cup winners Manchester United at home to West Ham United.

(This story has been refiled to add the dropped words 'FA Cup' to paragraph 1)"
10,https://www.channelnewsasia.com/sport/klopp-hopes-give-liverpool-season-little-push-against-wolves-3312761,"Liverpool will play Wolverhampton Wanderers for a fourth time in 11 games and manager Juergen Klopp said they will look to get their Premier League season back on track as they chase a top four spot in a ""super important week"".

Liverpool are seventh in the standings, nine points adrift of Tottenham Hotspur in fourth place, but Klopp's side have two games in hand, with arch rivals Manchester United visiting Anfield on Sunday.

Liverpool played Wolves twice in the FA Cup, winning the replay 1-0 before losing 3-0 in the reverse league fixture earlier this month and Klopp said he hoped to learn from their mistakes in that defeat.

""Nothing I saw in training suggests we don't have a chance. We know a lot about each other and we know it won't be easy. There won't be the most surprising information and we have to make sure we are ready,"" Klopp told reporters.

""It is a super important week, we cannot ignore that. We have two home games ... I would love to give the season a little push in this week and we need results for that. And for results we need good performances.

""The main difference is we will play at Anfield and we have to make that count. It's a long period between games, we want to put it right. But I am more focussed on giving the season a proper push, we need to find a steady mood.""

Liverpool still have several injuries, however, with influential midfielder Thiago Alcantara still sidelined with a hip problem while defender Joe Gomez is also ruled out with a muscle injury.

The club did receive a boost with Luis Diaz back in training after a knee injury but Klopp said the Colombian forward has not trained with the team yet.

Uruguayan striker Darwin Nunez is a doubt with a shoulder injury but Klopp said it was 'massive' to have former Wolves winger Diogo Jota back after the Portugal international returned from a calf injury that had ruled him out of the World Cup.

""Diogo is an exceptional player. He needs to get rhythm now,"" Klopp said.

""He was tired after the game on Saturday (a 0-0 draw at Crystal Palace) and we have to see. He will definitely be involved again ... He's a top class player, versatile, helpful for this busy period."""
11,https://www.channelnewsasia.com/sport/drivers-urged-help-steer-f1-away-moral-vacuum-3312756,"LONDON: Lewis Hamilton and other Formula One drivers can help steer the sport away from a 'moral vacuum' by speaking out at season-opening races in Bahrain and Saudi Arabia, human rights campaigners said on Tuesday.

Paul Scriven, a member of Britain's House of Lords, told a news conference organised by the London-based Bahrain Institute for Rights and Democracy (BIRD) that the sport was at a fork in the road.

""There are two roads that F1 can now take. One is a road which is a moral vacuum where the leaders and the administrators seem to going,"" he said.

""There is another road that some drivers seem to be taking ... who understand they can use their platform and their sport not just for sport's sake but for good and for change and that they cannot ignore the human rights abuses in the country that they are driving in.""

Mercedes driver Hamilton, a seven-times world champion, has used his profile to address rights abuses and racial injustice around the world.

The sport's governing body updated the sporting code last December requiring drivers to get prior written permission to make or display ""political, religious and personal statements or comments"".

Hamilton, who said in 2021 that Formula One cannot ignore issues in the countries it visits, has vowed to continue speaking out and other drivers have said the same.

Bahrain hosts the opening race on Sunday, with the Saudi Arabian Grand Prix on Mar 19.

BIRD said human rights in the two countries had been ""increasingly trampled on"" since last year's grands prix and accused Formula One of helping to ""facilitate sportswashing of abuses.""

It called for an independent enquiry to examine the role of races in human rights violations.

The accusation of 'sportswashing' is levelled at countries who are perceived to be using sport to improve a tarnished image abroad.

BIRD said it had written to Formula One chief executive Stefano Domenicali urging him to meet victims and use ""all available leverage"" to seek the release of jailed activists.

A statement was read out on behalf of families of 12 prisoners BIRD said were facing death sentences in Bahrain.

The Sunni-ruled state, a US ally, crushed an anti-government uprising led largely by the Shi'ite Muslim community in 2011.

Bahrain's government has said it ""actively supports the role Formula One can play in shedding light on human rights issues in all countries it operates in"".

Scriven said Formula One drivers would be justified in refusing to race in certain countries if the sport failed to put in place a proper ethical framework.

Formula One said it sought to be a positive force everywhere it raced and had made its position on human rights and other issues clear to all partners and hosts.

A spokesman for the FIA, which does not draw up the calendar, said it could not interfere in the internal affairs of a sovereign state but was not insensitive ""to any potential hardships endured by the people concerned""."
12,https://www.channelnewsasia.com/sport/former-france-great-fontaine-has-died-report-3315191,"PARIS : Former France soccer great Just Fontaine, who in 1958 scored a record 13 goals at a single World Cup final, has died, French sports daily L'Equipe reported on Wednesday.

Fontaine, 89, netted 30 goals from 21 caps for France between 1953-1960."
