,url,content
0,https://www.channelnewsasia.com/sport/djokovic-pain-free-he-prepares-return-dubai-3308036,"Novak Djokovic said he was now playing without pain after recovering from a hamstring injury as he prepares to return to the ATP Tour in Dubai this week following his record-extending 10th Australian Open title last month.

Djokovic suffered a 3cm hamstring tear en route to winning the Adelaide warm-up event before claiming his 22nd Grand Slam title at Melbourne Park to go level with Rafa Nadal.

The 35-year-old Serb said his Dubai participation was in doubt until a few days ago but he had passed all his fitness tests.

""Had a couple of weeks of no tennis. The last few days it's really getting as much practice as possible to get myself back in shape to be able to compete at a high level,"" Djokovic said.

""I haven't felt pain on the court for a week. I'm getting closer to 100 per cent. Still not there in terms of the game and how I feel on court. But the important thing is there's no pain. I don't have a hindrance in the way I move on the court.

""After every injury it takes time for mechanisms to be balanced, for adjustments to be done on court. It takes time to find that groove of moving effortlessly and not thinking about if something's going to happen. I don't have those thoughts.""

Djokovic begins the Dubai tournament having entered his 378th week as world number one, surpassing Steffi Graf as the player with the most weeks at the top of the sport.

""It's surreal to be that many weeks number one, to match Graf - one of the all-time greats,"" Djokovic said. ""Just being amongst these legendary names is flattering. I'm proud of it.""

Djokovic meets Czech Tomas Machac in the first round on Tuesday (Feb 28)."
2,https://www.channelnewsasia.com/sport/future-looking-bright-manchester-united-ten-hag-delivers-silverware-3307216,"LONDON: Manchester United's near six-year trophy drought was almost overlooked in the build-up to the League Cup final as Newcastle United's wait for major silverware spanned nearly seven decades.

A clinical 2-0 victory at Wembley got the Old Trafford trophy cabinet door swinging open again though and, perhaps more importantly, gave a glimpse of greater things to come under astute Dutch manager Erik ten Hag.

The former Ajax Amsterdam boss arrived at Old Trafford with the club in a state of some turmoil on and off the pitch after finishing in sixth place in the Premier League last season.

But while there is little he can do about the future ownership of the 20-time English champions, which the American Glazer family have expressed a wish to sell, on the pitch he is shaping a team that looks capable of reviving the glory days.

A season that began under a Cristiano Ronaldo-shaped cloud has been transformed since the Portuguese talisman was finally shown the door after a toxic fall-out.

Ten Hag has quietly gone about his business, moulding an intelligent team that works tirelessly and is beginning to make winning a habit. A sixth League Cup triumph ended the club's longest wait for a trophy since 1983.

And the season could still get better. They are in the fifth round of the FA Cup, the last 16 of the Europa League after knocking out Barcelona in midweek and in third place in the Premier League and not out of the title race.

Ten Hag experienced some difficult early days. A 4-0 hammering at Brentford in August had some predicting he might be out before the leaves fell off the trees and then there was a humiliating 6-3 defeat at Manchester City.

Since that drubbing at The Etihad in early October, United have lost only twice in all competitions, forward Marcus Rashford has turned into a world-beater and the signing of midfielder Casemiro has looked like a stroke of genius.

A defence built around the terrier-like Lisandro Martinez and the cultured Raphael Varane snuffed out Newcastle on Sunday, winger Antony is becoming a fan favourite and even old-fashioned centre forward Wout Weghorst, a puzzling signing at the time, looks as though he would run through brick walls for Ten Hag."
4,https://www.channelnewsasia.com/sport/clinical-manchester-united-win-league-cup-heartbreak-newcastle-3307061,"LONDON: Manchester United crushed Newcastle United's hopes of a claiming a first domestic trophy for nearly 70 years with a clinical 2-0 victory in the League Cup final at Wembley on Sunday (Feb 26).

A header by Casemiro followed by an own goal by Sven Botman late in the first half silenced the hordes of Newcastle fans who flocked to the capital full of optimism as Manchester United went on to lift the trophy for a sixth time with relative ease.

Much of the build-up was about Newcastle's first appearance in a major final since 1999 and an uptick in their fortunes instigated by Eddie Howe since a 2021 Saudi Arabia-led takeover.

But Erik ten Hag's resurgent United side showed them how far they still need to go as they claimed the club's first trophy since winning the Europa League under Jose Mourinho in 2017 - their longest wait for silverware since 1983.

""It has been an amazing period, first trophy of the season but we want more it is not enough for this club, we want more and we need more because our standards demand more,"" Bruno Fernandes, who was denied a third goal in stoppage time, said.

""For me it was about winning trophies and finally we did it. I am satisfied but I want more. I want much more.""

There was little between the sides in a scrappy first half but the English season's first silverware was effectively decided in the space of six minutes towards halftime.

Newcastle were stunned when Brazilian Casemiro met a superb Luke Shaw free kick in the 33rd minute to head past Loris Karius, the goal allowed to stand after a VAR check for offside.

Six minutes later Newcastle were left totally deflated when the in-form Marcus Rashford was played in down the left and his shot deflected over a helpless Karius for what initially appeared to be his 17th goal since the World Cup.

However, it was credited to the unfortunate Botman.

Kicking towards their fans in the second half Newcastle roused themselves into action and pinned a leggy-looking United back at times but they rarely looked like scoring.

Newcastle's fans, who had created a sea of black and white with give-away plastic flags at the stadium's west side during the closing minutes, drifted away before the presentation.

The Tyneside club has now lost each of their last nine matches at Wembley, a run that began in the 1974 FA Cup final.

Instead the stage was left for United whose fans were in full voice as Bruno Fernandes raised the trophy which they hope will be the first of many under Dutchman Ten Hag whose first season goes from strength to strength after some difficult early days."
6,https://www.channelnewsasia.com/sport/klinsmann-named-south-koreas-head-coach-3308881,"Juergen Klinsmann has been named head coach of South Korea, the country's football association said on Monday (Feb 27).

Former Germany coach Klinsmann replaced Paulo Bento, who stepped down following South Korea's defeat by Brazil in the World Cup last 16 in December.

The Korea Football Association (KFA) said Klinsmann had signed a contract until the 2026 World Cup, which will be held in the United States, Canada and Mexico.

""I know that the Korean national team has been improving and achieving results over a long period of time,"" Klinsmann said in a statement.

""I am honoured to follow in the footsteps of the great coaches who have led the Korean national team, from Gus Hiddink to my predecessor, Paulo Bento.

""I look forward to doing my utmost to help the team achieve success at the upcoming Asian Cup and the 2026 World Cup.""

After retiring as a player in 1998, Klinsmann was Germany's head coach from 2004-06 and led them to a third-place finish at the 2006 World Cup on home soil.

He managed his former club Bayern Munich in the 2008-09 season before becoming head coach of the US national team from 2011 to 2016.

The 58-year-old led the US to the CONCACAF Gold Cup title in 2013 and was named the CONCACAF Coach of the Year.

Klinsmann's first match in charge of South Korea will be a home friendly against Colombia on Mar 24.

The KFA said Klinsmann's coaching team had not been finalised, adding that the German would live in South Korea for the duration of his tenure."
7,https://www.channelnewsasia.com/sport/spurs-beat-chelsea-2-0-pile-more-misery-potter-3306836,"LONDON: Tottenham Hotspur beat Chelsea 2-0 in the Premier League on Sunday (Feb 26) with second-half goals from Oliver Skipp and Harry Kane keeping Spurs in the hunt for a top-four finish and extending the Blues' miserable run under coach Graham Potter.

Seconds after the break, Skipp picked up a clearance by Chelsea's British record signing Enzo Fernandez and fired in from more than 20 yards, his shot going in off the bar after Kepa Arrizabalaga could not get enough of a hand on it.

Kane secured the three points for Spurs when he pounced at the far post after a corner by Son Heung-min was flicked on by Eric Dier in the 82nd minute.

Chelsea, who failed to score for fourth time in five league games despite spending around 300 million pounds ($358 million)on players in January alone, failed to create any clear-cut chances to get themselves back into the game.

The win - the first for the hosts in nine league games against Chelsea - kept Spurs fourth in the table, four points ahead of fifth-placed Newcastle United who have played two games less.

Chelsea sit in 10th position, 14 points behind Spurs. Potter's side have now won only two games in their last 15 in all competitions."
8,https://www.channelnewsasia.com/sport/psg-romp-3-0-win-over-marseille-thanks-mbappe-messi-double-act-3307281,"PARIS: World Cup foes Lionel Messi and Kylian Mbappe inspired Paris St Germain to a 3-0 win at bitter rivals Olympique de Marseille on Sunday to extend their Ligue 1 lead to eight points.

Mbappe, who bagged a double, was set up by Messi for both his goals, and repaid the favour by laying on another for the Argentine forward as PSG, who were without the injured Neymar, moved to 60 points from 25 games with second-placed Marseille on 52.

France forward Mbappe, who was on the losing side against Messi's Argentina in the World Cup final, became PSG's joint record scorer with 200 goals - level with Edinson Cavani - while Messi netted his 700th in club football.

""We were aggressive, we put intensity into the game, that's what we'd been missing,"" said PSG centre back Sergio Ramos.

Marseille coach Igor Tudor said he did not regret his side's high-risk approach.

""Why should we have changed our way of playing? It has been working well this season,"" he said.

""Mbappe's presence didn't change anything. His presence made it more difficult for us to play our game but we were not going to change it.""

Third-placed Monaco slumped to a 3-0 home defeat against Nice, who prevailed thanks to a Terem Moffi double and a superb half-volley by Khephren Thuram.

The result left Monaco on 50 points, ahead of fourth-placed RC Lens on goals scored after the northerners drew 1-1 at Montpellier on Saturday.

PSG, who were knocked out of the French Cup in the last 16 by Marseille earlier this month, ended a three-game losing streak in all competitions by beating Lille last weekend and they were focused throughout at the Velodrome.

They suffered an early injury blow when Presnel Kimpembe, who missed the World Cup for France with an Achilles issue, left the pitch on a stretcher, two weeks after making his comeback from a three-month layoff.

Matteo Guendouzi created danger as Marseille pressed high and hard but they were exposed on the counter and the hosts were punished in the 25th minute when Messi played Mbappe through for the France forward to race into the area and beat Pau Lopez with a low shot.

The roles were reversed four minutes later as Mbappe delivered a pin-point cross for Messi, who tapped in from point-blank range to double the advantage in front of an all-time Ligue 1 record attendance of 65,800.

Messi then missed a sitter and Mbappe was denied by Lopez after being found in the area by the Argentine again, just before Marquinhos's angled shot went just wide as Marseille were again caught on the break.

Messi beautifully lifted the ball into the path of Mbappe, who volleyed home with his left foot for his 16th goal of the season in Ligue 1.

Gianluigi Donnarumma made a spectacular save from Nuno Tavares's header in the 67th to snuff out any hope of a Marseille comeback as PSG secured a first clean sheet in six league games.

PSG next face Nantes at home before travelling to Bayern Munich for their Champions League last-16 return leg after losing the first encounter 1-0 at the Parc des Princes."
9,https://www.channelnewsasia.com/sport/la-liga-leaders-barcelona-suffer-shock-defeat-almeria-3307121,"ALMERIA, Spain: Barcelona wasted a golden opportunity to extend their lead at the top of LaLiga as they were shocked 1-0 at lowly Almeria on Sunday thanks to a first-half strike by El Bilal Toure.

Barca are top of the league standings on 59 points, seven ahead second-placed Real Madrid who were held to a 1-1 draw at home by Atletico Madrid on Saturday. Almeria are 15th on 25 points, two clear of the relegation zone.

Almeria halted Barca's seven game winning streak in the league and delivered another blow to the Catalans who, after going unbeaten in 18 matches in all competitions, have now lost two straight matches after being knocked out of the Europa League on Thursday.

The hosts were the better side in the first half and scored after 24 minutes when Luis Suarez sent a perfect long pass to Toure who was ghosting behind Barca's defence. The Malian striker ran towards the area and hit a thunderous strike in off the crossbar.

It was only the eighth goal Barcelona have conceded in La Liga this season, the least of any team in the top five leagues in Europe.

Almeria should have extended their lead but Leo Baptistao's strike was blocked by goalkeeper Marc-Andre ter Stegen. Rodrigo Ely then missed a sitter from close-range, sending wide a header from a corner when he was all alone in the area.

""I'm very angry because I think we made the worst game of the season by far, mainly in the first half,"" Barcelona manager Xavi Hernandez told Movistar Plus.

""We were not good and wasted a great opportunity in a match we could not afford to lose after what happened to Real Madrid.

""It was a golden opportunity today and it ended with a really bad day for us. No excuses, it was the worst showing of our side in the entire season.""

Xavi made five substitutions after the break, but Barca could not beat a disciplined Almeria defence.

Almeria, who had won only one of their last eight matches, held on to secure the three precious points as they bid to avoid relegation."
10,https://www.channelnewsasia.com/sport/inter-title-hopes-fade-more-misery-bologna-3306706,"BOLOGNA, Italy: Inter Milan suffered a damaging 1-0 defeat at Bologna on Sunday (Feb 26) which virtually ended their slim hopes of winning the Serie A title.

At the same ground where their title aspirations were dealt a fatal blow last season, Riccardo Orsolini's goal condemned Inter to another loss.

Simone Inzaghi's team are second in the standings on 47 points from 24 matches, 18 behind leaders Napoli who beat Empoli 2-0 on Saturday.

Inter will also be looking over their shoulders with concern at AC Milan and AS Roma, who are level on 44 points and are yet to play in this round of fixtures. Bologna are seventh on 35 points.

Bologna thought they had taken the lead at a rain-sodden Stadio Renato Dall'Ara through Musa Barrow in the 12th minute, only for the effort to be ruled out following a VAR review.

Minutes later, Roberto Soriano rattled the woodwork on the rebound after Andre Onana had parried Andrea Cambiaso's volley into his path.

Inzaghi, missing Federico Dimarco, Milan Skriniar and Joaquin Correa through injury, rested Nicolo Barella among a raft of changes from their midweek Champions League win over Porto, and his much-changed Inter team lacked fluidity.

They had brief spells of possession in the first half, but created few clear-cut chances as Lautaro Martinez headed an Alessandro Bastoni cross just wide of the target and Henrikh Mkhitaryan twice fired over the bar.

Bologna continued to press forward after the break, and Andre Onana kept his side in the game with two crucial saves in quick succession, getting a hand to a Soriano shot before smothering Dominguez's effort from the edge of the area.

Romelu Lukaku and substitute Edin Dzeko each had a shot on target, but it was Bologna who broke the deadlock in the 76th minute when Orsolini raced on to Jerdy Schouten's pass and powered a shot into the net.

""An incredible match in which many things happened. They cancelled a goal for us, we put Inter down by playing really well and we are satisfied,"" Orsolini told DAZN.

""Schouten put a ball to me, I took advantage of the bounce to bring the ball forward with my chest and in front of Onana I tried to place it under the crossbar.""

In April last year, Bologna recorded a 2-1 home win over Inter, which gave the Nerazzurri's rivals AC Milan the momentum in the title race."
11,https://www.channelnewsasia.com/sport/ighalo-hits-four-al-hilal-storm-asian-champions-league-final-3306951,"Defending champions Al Hilal crushed Qatar's Al Duhail 7-0 at Al Thumama Stadium in Doha on Sunday to secure their place in the final of the Asian Champions League and set up a third meeting in six years with Japan's Urawa Red Diamonds.

Odion Ighalo scored four and Moussa Marega netted twice while Salem Al Dawsari was also on target for the four-time winners from Saudi Arabia, who will now take on Urawa over two legs on April 29 and May 6.

The pair last met in 2019 when Al Hilal avenged a loss to the J.League side in the 2017 final and Maciej Skorza's side will face a major challenge to deny Al Hilal a record fifth title.

Ighalo put Al Hilal in front with barely 90 seconds on the clock when Mohammed Kanno's persistence set up the former Manchester United striker with the simplest of headed finishes, and the onslaught soon gathered unstoppable momentum.

The Nigerian added a second in the 10th minute having seen Al Duhail goalkeeper Salah Zakaria deny him five minutes earlier.

But when Brazilian winger Michael Oliveira centred, after being released down the right by defender Jang Hyun-soo, Ighalo made no mistake.

Four minutes later Marega slotted in following Al Dawsari's centre from the left and the Mali international made it 4-0 in the 28th minute when he latched onto goalkeeper Abdullah Al Mauoif's long punt down the middle.

Al Dawsari hit his side's fifth seven minutes before the interval when he swept in Marega's clever backheel and the former Porto forward thought he had claimed a sixth for his side, only for his volley to be ruled out by VAR for offside.

Ighalo ensured there was to be no respite for Al Duhail at the start of the second half when he clipped the ball over Zakaria to complete his hat-trick three minutes after the interval.

He then hit his fourth in the 62nd minute, converting from Abdullah Al Hamdan's cut-back to put the seal on the most comprehensive win and keep Al Hilal on track to become the first team to claim back-to-back titles since Al Ittihad in 2005."
12,https://www.channelnewsasia.com/sport/rashford-credited-league-cup-final-goal-against-newcastle-3309606,"Manchester United's second goal in Sunday's 2-0 League Cup final win over Newcastle United has been credited to Marcus Rashford after originally being given as an own goal, organisers said on Monday.

Six minutes after Casemiro had opened the scoring, Rashford was through on goal again and his shot took a deflection off Sven Botman before looping over the goalkeeper, going down as an own goal.

""Manchester United's second goal in the Carabao Cup Final officially went to Marcus Rashford! It means he finishes the competition as top scorer with six goals, having scored in every round,"" organisers said in a statement.

Rashford has now scored 25 goals for United this season, 17 of which have come after the World Cup break, but this was special as it delivered the Old Trafford club their first trophy since 2017 when they won the Europa League.

""A moment you dream of all your life! Scoring for the club, you support in a cup final. That one is for the fans,"" he wrote on Twitter.

United will next switch their focus to the FA Cup fifth round where they host West Ham United on Wednesday."
